Timestamp,Open,High,Low,Close,Volume
2026-06-26T15:30:00.0000000Z,0.362,0.3899,0.362,0.3899,28
2026-06-26T15:31:00.0000000Z,0.3899,0.3899,0.3899,0.3899,5
2026-06-26T15:32:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:33:00.0000000Z,0.3899,0.3899,0.3899,0.3899,5
2026-06-26T15:34:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:35:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:36:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:37:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:38:00.0000000Z,0.3899,0.3899,0.3899,0.3899,0
2026-06-26T15:39:00.0000000Z,0.3879,0.3879,0.3878,0.3879,1
2026-06-26T15:40:00.0000000Z,0.3879,0.3879,0.3879,0.3879,0
2026-06-26T15:41:00.0000000Z,0.3899,0.3899,0.3899,0.3899,1
2026-06-26T15:42:00.0000000Z,0.3882,0.3882,0.3864,0.3881,15
2026-06-26T15:43:00.0000000Z,0.3899,0.3942,0.3896,0.3896,34
2026-06-26T15:44:00.0000000Z,0.3993,0.3993,0.3993,0.3993,1
2026-06-26T15:45:00.0000000Z,0.3993,0.3993,0.3993,0.3993,0
2026-06-26T15:46:00.0000000Z,0.3993,0.3993,0.3993,0.3993,0
2026-06-26T15:47:00.0000000Z,0.4049,0.4049,0.4049,0.4049,5
2026-06-26T15:48:00.0000000Z,0.4048,0.4092,0.404,0.4092,25
2026-06-26T15:49:00.0000000Z,0.4092,0.4092,0.4092,0.4092,0
2026-06-26T15:50:00.0000000Z,0.4159,0.4284,0.4066,0.41,60
2026-06-26T15:51:00.0000000Z,0.41,0.41,0.41,0.41,0
2026-06-26T15:52:00.0000000Z,0.41,0.41,0.41,0.41,0
2026-06-26T15:53:00.0000000Z,0.41,0.41,0.41,0.41,0
2026-06-26T15:54:00.0000000Z,0.4201,0.4327,0.42,0.4326,376
2026-06-26T15:55:00.0000000Z,0.4201,0.4346,0.4117,0.4117,240
2026-06-26T15:56:00.0000000Z,0.4042,0.4099,0.3986,0.4,64
